cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_4_7.py,0.2694
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_2_8.py,1.0
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_4_2.py,0.2465
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_0_1.py,0.2694
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_3_6.py,0.3981
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_4_9.py,0.3009
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_2_7.py,0.4255
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_1_0.py,0.5498
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_3_2.py,0.1984
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_1_4.py,0.2603
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_2_3.py,0.2257
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_3_3.py,0.285
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_0_4.py,0.2582
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_2_2.py,0.383
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_0_0.py,0.5498
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_3_7.py,0.369
cwe-522_my-eg-1-c_unique_solution_1_3_8.py,cwe-522_my-eg-1-c_unique_solution_1_4_8.py,0.383
