"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_3.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_3.py","32","20","32","156"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_4.py","38","24","38","60"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_4.py","39","24","39","64"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_6.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_6.py","37","24","37","160"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_2_2.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_2_2.py","37","24","37","122"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_2_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_2_4.py","37","24","37","122"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","32","20","32","103"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","36","24","36","127"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","37","24","37","181"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","38","24","38","173"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","40","24","40","133"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","41","24","41","181"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","42","24","42","173"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_2.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_2.py","36","20","36","186"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_3.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_3.py","32","20","32","148"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","32","20","32","94"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","45","24","45","120"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","48","28","48","118"
